participant_id,session_id,island_id,phase,npc,required_state_key,on_enter_event_name,conversation_id,options_shown_ms,choice_time_ms,reaction_time_ms,selected_option_index,selected_option_text,options_presented_text,selection_changed_count,options_count,was_input_leak_suspected,conversation_step
P_20260506_124852,,DRAGON,Narrative,DragonLord,Talk2,,C_20260506_124839394,61581,67081,5500,1,Great. The part where I nod confidently and hope no one asks me to explain it. ,That sounds… like a bad math problem.|Great. The part where I nod confidently and hope no one asks me to explain it. |Perfect. Right between now and later - my favorite place to get confused.,0,3,False,2
