participant_id,session_id,client_utc,attempt,island_id,phase,event_type,trial_index,phase_trial_index,distractor_id,distractor_name,weight_target,onset_ms,offset_ms,planned_duration_ms,actual_duration_ms,dp_elapsed_onset_ms,dp_elapsed_offset_ms,active_count_at_onset,active_set_at_onset,distractor_base_seed,distractor_combined_seed,distractor_mode,dp_budget_seconds,min_on_seconds,max_on_seconds,on_step_seconds,single_presentations_per_distractor,no_adjacent_episode_overlap
P_20260915_170805,S_20260915_170800,2026-09-15T15:09:07.5384242Z,1,MAGICACADEMY,DP,ON,15,0,D4,Pirate,0.1666667,68509,,700,,166,,1,D4,-110640712,1767198575,TrialLockedSOA100_700ms,23,3.5,8.5,0.5,3,true
P_20260915_170805,S_20260915_170800,2026-09-15T15:09:08.2956880Z,1,MAGICACADEMY,DP,OFF,15,0,D4,Pirate,0.1666667,68509,69209,700,700,166,866,1,D4,-110640712,1767198575,TrialLockedSOA100_700ms,23,3.5,8.5,0.5,3,true
P_20260915_170805,S_20260915_170800,2026-09-15T15:09:09.3626262Z,1,MAGICACADEMY,DP,ON,16,1,D5,BabyHead,0.1666667,70346,,700,,2003,,1,D5,-110640712,1767198575,TrialLockedSOA100_700ms,23,3.5,8.5,0.5,3,true
P_20260915_170805,S_20260915_170800,2026-09-15T15:09:10.1257300Z,1,MAGICACADEMY,DP,OFF,16,1,D5,BabyHead,0.1666667,70346,71046,700,700,2003,2703,1,D5,-110640712,1767198575,TrialLockedSOA100_700ms,23,3.5,8.5,0.5,3,true
P_20260915_170805,S_20260915_170800,2026-09-15T15:09:10.4692730Z,1,MAGICACADEMY,DP,ON,17,2,D1,Parrot,0.1666667,71452,,700,,3109,,1,D1,-110640712,1767198575,TrialLockedSOA100_700ms,23,3.5,8.5,0.5,3,true
P_20260915_170805,S_20260915_170800,2026-09-15T15:09:11.2224773Z,1,MAGICACADEMY,DP,OFF,17,2,D1,Parrot,0.1666667,71452,72152,700,700,3109,3809,1,D1,-110640712,1767198575,TrialLockedSOA100_700ms,23,3.5,8.5,0.5,3,true
P_20260915_170805,S_20260915_170800,2026-09-15T15:09:11.8854212Z,1,MAGICACADEMY,DP,ON,18,3,D3,Squid,0.1666667,72869,,700,,4526,,1,D3,-110640712,1767198575,TrialLockedSOA100_700ms,23,3.5,8.5,0.5,3,true
P_20260915_170805,S_20260915_170800,2026-09-15T15:09:12.6475899Z,1,MAGICACADEMY,DP,OFF,18,3,D3,Squid,0.1666667,72869,73569,700,700,4526,5226,1,D3,-110640712,1767198575,TrialLockedSOA100_700ms,23,3.5,8.5,0.5,3,true
P_20260915_170805,S_20260915_170800,2026-09-15T15:09:13.6558630Z,1,MAGICACADEMY,DP,ON,19,4,D2,Turtle,0.1666667,74638,,700,,6295,,1,D2,-110640712,1767198575,TrialLockedSOA100_700ms,23,3.5,8.5,0.5,3,true
P_20260915_170805,S_20260915_170800,2026-09-15T15:09:14.4941425Z,1,MAGICACADEMY,DP,OFF,19,4,D2,Turtle,0.1666667,74638,75338,700,700,6295,6995,1,D2,-110640712,1767198575,TrialLockedSOA100_700ms,23,3.5,8.5,0.5,3,true
P_20260915_170805,S_20260915_170800,2026-09-15T15:09:14.9077561Z,1,MAGICACADEMY,DP,ON,20,5,D6,Cage,0.1666667,75891,,700,,7548,,1,D6,-110640712,1767198575,TrialLockedSOA100_700ms,23,3.5,8.5,0.5,3,true
P_20260915_170805,S_20260915_170800,2026-09-15T15:09:15.8164839Z,1,MAGICACADEMY,DP,OFF,20,5,D6,Cage,0.1666667,75891,76591,700,700,7548,8248,1,D6,-110640712,1767198575,TrialLockedSOA100_700ms,23,3.5,8.5,0.5,3,true
P_20260915_170805,S_20260915_170800,2026-09-15T15:09:16.9774468Z,1,MAGICACADEMY,DP,ON,21,6,D3,Squid,0.1666667,77961,,700,,9618,,1,D3,-110640712,1767198575,TrialLockedSOA100_700ms,23,3.5,8.5,0.5,3,true
P_20260915_170805,S_20260915_170800,2026-09-15T15:09:17.6904727Z,1,MAGICACADEMY,DP,OFF,21,6,D3,Squid,0.1666667,77961,78661,700,700,9618,10318,1,D3,-110640712,1767198575,TrialLockedSOA100_700ms,23,3.5,8.5,0.5,3,true
P_20260915_170805,S_20260915_170800,2026-09-15T15:09:18.1713041Z,1,MAGICACADEMY,DP,ON,22,7,D2,Turtle,0.1666667,79154,,700,,10811,,1,D2,-110640712,1767198575,TrialLockedSOA100_700ms,23,3.5,8.5,0.5,3,true
P_20260915_170805,S_20260915_170800,2026-09-15T15:09:18.8874766Z,1,MAGICACADEMY,DP,OFF,22,7,D2,Turtle,0.1666667,79154,79854,700,700,10811,11511,1,D2,-110640712,1767198575,TrialLockedSOA100_700ms,23,3.5,8.5,0.5,3,true
P_20260915_170805,S_20260915_170800,2026-09-15T15:30:18.8339364Z,2,MAGICACADEMY,DP,ON,15,0,D2,Turtle,0.1666667,95127,,700,,122,,1,D2,-868034577,-238832666,TrialLockedSOA100_700ms,23,3.5,8.5,0.5,3,true
P_20260915_170805,S_20260915_170800,2026-09-15T15:30:19.6411322Z,2,MAGICACADEMY,DP,OFF,15,0,D2,Turtle,0.1666667,95127,95827,700,700,122,822,1,D2,-868034577,-238832666,TrialLockedSOA100_700ms,23,3.5,8.5,0.5,3,true
P_20260915_170805,S_20260915_170800,2026-09-15T15:30:20.5852128Z,2,MAGICACADEMY,DP,ON,16,1,D4,Pirate,0.1666667,96879,,700,,1874,,1,D4,-868034577,-238832666,TrialLockedSOA100_700ms,23,3.5,8.5,0.5,3,true
P_20260915_170805,S_20260915_170800,2026-09-15T15:30:21.3043521Z,2,MAGICACADEMY,DP,OFF,16,1,D4,Pirate,0.1666667,96879,97579,700,700,1874,2574,1,D4,-868034577,-238832666,TrialLockedSOA100_700ms,23,3.5,8.5,0.5,3,true
P_20260915_170805,S_20260915_170800,2026-09-15T15:30:22.0192373Z,2,MAGICACADEMY,DP,ON,17,2,D3,Squid,0.1666667,98314,,700,,3309,,1,D3,-868034577,-238832666,TrialLockedSOA100_700ms,23,3.5,8.5,0.5,3,true
P_20260915_170805,S_20260915_170800,2026-09-15T15:30:22.8259471Z,2,MAGICACADEMY,DP,OFF,17,2,D3,Squid,0.1666667,98314,99014,700,700,3309,4009,1,D3,-868034577,-238832666,TrialLockedSOA100_700ms,23,3.5,8.5,0.5,3,true
P_20260915_170805,S_20260915_170800,2026-09-15T15:30:23.8894192Z,2,MAGICACADEMY,DP,ON,18,3,D6,Cage,0.1666667,100184,,700,,5179,,1,D6,-868034577,-238832666,TrialLockedSOA100_700ms,23,3.5,8.5,0.5,3,true
P_20260915_170805,S_20260915_170800,2026-09-15T15:30:24.7475996Z,2,MAGICACADEMY,DP,OFF,18,3,D6,Cage,0.1666667,100184,100884,700,700,5179,5879,1,D6,-868034577,-238832666,TrialLockedSOA100_700ms,23,3.5,8.5,0.5,3,true
P_20260915_170805,S_20260915_170800,2026-09-15T15:30:25.0075760Z,2,MAGICACADEMY,DP,ON,19,4,D5,BabyHead,0.1666667,101302,,700,,6297,,1,D5,-868034577,-238832666,TrialLockedSOA100_700ms,23,3.5,8.5,0.5,3,true
P_20260915_170805,S_20260915_170800,2026-09-15T15:30:25.7278681Z,2,MAGICACADEMY,DP,OFF,19,4,D5,BabyHead,0.1666667,101302,102002,700,700,6297,6997,1,D5,-868034577,-238832666,TrialLockedSOA100_700ms,23,3.5,8.5,0.5,3,true
P_20260915_170805,S_20260915_170800,2026-09-15T15:30:26.9668467Z,2,MAGICACADEMY,DP,ON,20,5,D1,Parrot,0.1666667,103256,,700,,8251,,1,D1,-868034577,-238832666,TrialLockedSOA100_700ms,23,3.5,8.5,0.5,3,true
P_20260915_170805,S_20260915_170800,2026-09-15T15:30:27.7862532Z,2,MAGICACADEMY,DP,OFF,20,5,D1,Parrot,0.1666667,103256,103956,700,700,8251,8951,1,D1,-868034577,-238832666,TrialLockedSOA100_700ms,23,3.5,8.5,0.5,3,true
P_20260915_170805,S_20260915_170800,2026-09-15T15:30:28.7053575Z,2,MAGICACADEMY,DP,ON,21,6,D4,Pirate,0.1666667,104997,,700,,9992,,1,D4,-868034577,-238832666,TrialLockedSOA100_700ms,23,3.5,8.5,0.5,3,true
P_20260915_170805,S_20260915_170800,2026-09-15T15:30:29.4170004Z,2,MAGICACADEMY,DP,OFF,21,6,D4,Pirate,0.1666667,104997,105697,700,700,9992,10692,1,D4,-868034577,-238832666,TrialLockedSOA100_700ms,23,3.5,8.5,0.5,3,true
P_20260915_170805,S_20260915_170800,2026-09-15T15:30:30.5225383Z,2,MAGICACADEMY,DP,ON,22,7,D6,Cage,0.1666667,106816,,700,,11811,,1,D6,-868034577,-238832666,TrialLockedSOA100_700ms,23,3.5,8.5,0.5,3,true
P_20260915_170805,S_20260915_170800,2026-09-15T15:30:31.2457574Z,2,MAGICACADEMY,DP,OFF,22,7,D6,Cage,0.1666667,106816,107516,700,700,11811,12511,1,D6,-868034577,-238832666,TrialLockedSOA100_700ms,23,3.5,8.5,0.5,3,true
P_20260915_170805,S_20260915_170800,2026-09-15T15:30:31.9783891Z,2,MAGICACADEMY,DP,ON,23,8,D1,Parrot,0.1666667,108271,,700,,13266,,1,D1,-868034577,-238832666,TrialLockedSOA100_700ms,23,3.5,8.5,0.5,3,true
P_20260915_170805,S_20260915_170800,2026-09-15T15:30:32.6982563Z,2,MAGICACADEMY,DP,OFF,23,8,D1,Parrot,0.1666667,108271,108971,700,700,13266,13966,1,D1,-868034577,-238832666,TrialLockedSOA100_700ms,23,3.5,8.5,0.5,3,true
P_20260915_170805,S_20260915_170800,2026-09-15T15:30:33.6792530Z,2,MAGICACADEMY,DP,ON,24,9,D3,Squid,0.1666667,109973,,700,,14968,,1,D3,-868034577,-238832666,TrialLockedSOA100_700ms,23,3.5,8.5,0.5,3,true
P_20260915_170805,S_20260915_170800,2026-09-15T15:30:34.3923606Z,2,MAGICACADEMY,DP,OFF,24,9,D3,Squid,0.1666667,109973,110673,700,700,14968,15668,1,D3,-868034577,-238832666,TrialLockedSOA100_700ms,23,3.5,8.5,0.5,3,true
P_20260915_170805,S_20260915_170800,2026-09-15T15:30:34.8656412Z,2,MAGICACADEMY,DP,ON,25,10,D5,BabyHead,0.1666667,111160,,700,,16155,,1,D5,-868034577,-238832666,TrialLockedSOA100_700ms,23,3.5,8.5,0.5,3,true
P_20260915_170805,S_20260915_170800,2026-09-15T15:30:35.5767010Z,2,MAGICACADEMY,DP,OFF,25,10,D5,BabyHead,0.1666667,111160,111860,700,700,16155,16855,1,D5,-868034577,-238832666,TrialLockedSOA100_700ms,23,3.5,8.5,0.5,3,true
P_20260915_170805,S_20260915_170800,2026-09-15T15:30:36.0268193Z,2,MAGICACADEMY,DP,ON,26,11,D2,Turtle,0.1666667,112320,,700,,17315,,1,D2,-868034577,-238832666,TrialLockedSOA100_700ms,23,3.5,8.5,0.5,3,true
P_20260915_170805,S_20260915_170800,2026-09-15T15:30:36.7297295Z,2,MAGICACADEMY,DP,OFF,26,11,D2,Turtle,0.1666667,112320,113020,700,700,17315,18015,1,D2,-868034577,-238832666,TrialLockedSOA100_700ms,23,3.5,8.5,0.5,3,true
P_20260915_170805,S_20260915_170800,2026-09-15T15:30:37.5277295Z,2,MAGICACADEMY,DP,ON,27,12,D5,BabyHead,0.1666667,113822,,700,,18817,,1,D5,-868034577,-238832666,TrialLockedSOA100_700ms,23,3.5,8.5,0.5,3,true
P_20260915_170805,S_20260915_170800,2026-09-15T15:30:38.2521293Z,2,MAGICACADEMY,DP,OFF,27,12,D5,BabyHead,0.1666667,113822,114522,700,700,18817,19517,1,D5,-868034577,-238832666,TrialLockedSOA100_700ms,23,3.5,8.5,0.5,3,true
