participant_id,session_id,island_id,phase,npc,required_state_key,on_enter_event_name,conversation_id,options_shown_ms,choice_time_ms,reaction_time_ms,selected_option_index,selected_option_text,options_presented_text,selection_changed_count,options_count,was_input_leak_suspected,conversation_step
P_20260505_140018,S_20260505_135856,,Narrative,Ekonn,Intro3,,C_20260505_135942890,39996,41261,1265,1,…I kind of love it. But what about me? Am I… normal? ,My koala’s a fashion icon now. Please tell me I didn’t wake up with a tail.|…I kind of love it. But what about me? Am I… normal? |Wow. Bold look. Should I be worried about whatever happened to me?,0,3,False,3
