participant_id,session_id,island_id,phase,npc,required_state_key,on_enter_event_name,conversation_id,options_shown_ms,choice_time_ms,reaction_time_ms,selected_option_index,selected_option_text,options_presented_text,selection_changed_count,options_count,was_input_leak_suspected,conversation_step
P_20260506_191656,S_20260506_191540,BREAD,Narrative,Koala_BREAD,Steal,,C_20260506_191644050,295754,303882,8128,1,I mean… same.,Kola.|I mean… same.|How do you even carry a donut.,0,3,False,2
