participant_id,session_id,client_utc,attempt,island_id,phase,event_type,trial_index,phase_trial_index,distractor_id,distractor_name,weight_target,onset_ms,offset_ms,planned_duration_ms,actual_duration_ms,dp_elapsed_onset_ms,dp_elapsed_offset_ms,active_count_at_onset,active_set_at_onset,distractor_base_seed,distractor_combined_seed,distractor_mode,dp_budget_seconds,min_on_seconds,max_on_seconds,on_step_seconds,single_presentations_per_distractor,no_adjacent_episode_overlap
P_20260915_160550,S_20260915_160545,2026-09-15T14:17:11.3086811Z,3,MAGICACADEMY,DP,ON,15,0,D4,Pirate,0.1666667,93739,,700,,124,,1,D4,1537975341,1244293284,TrialLockedSOA100_700ms,23,3.5,8.5,0.5,3,true
P_20260915_160550,S_20260915_160545,2026-09-15T14:17:12.0282385Z,3,MAGICACADEMY,DP,OFF,15,0,D4,Pirate,0.1666667,93739,94439,700,700,124,824,1,D4,1537975341,1244293284,TrialLockedSOA100_700ms,23,3.5,8.5,0.5,3,true
P_20260915_160550,S_20260915_160545,2026-09-15T14:17:13.0408186Z,3,MAGICACADEMY,DP,ON,16,1,D2,Turtle,0.1666667,95474,,700,,1859,,1,D2,1537975341,1244293284,TrialLockedSOA100_700ms,23,3.5,8.5,0.5,3,true
P_20260915_160550,S_20260915_160545,2026-09-15T14:17:13.8439956Z,3,MAGICACADEMY,DP,OFF,16,1,D2,Turtle,0.1666667,95474,96174,700,700,1859,2559,1,D2,1537975341,1244293284,TrialLockedSOA100_700ms,23,3.5,8.5,0.5,3,true
P_20260915_160550,S_20260915_160545,2026-09-15T14:17:14.7498043Z,3,MAGICACADEMY,DP,ON,17,2,D6,Cage,0.1666667,97184,,700,,3569,,1,D6,1537975341,1244293284,TrialLockedSOA100_700ms,23,3.5,8.5,0.5,3,true
P_20260915_160550,S_20260915_160545,2026-09-15T14:17:15.7282664Z,3,MAGICACADEMY,DP,OFF,17,2,D6,Cage,0.1666667,97184,97884,700,700,3569,4269,1,D6,1537975341,1244293284,TrialLockedSOA100_700ms,23,3.5,8.5,0.5,3,true
P_20260915_160550,S_20260915_160545,2026-09-15T14:17:16.3807235Z,3,MAGICACADEMY,DP,ON,18,3,D5,BabyHead,0.1666667,98815,,700,,5200,,1,D5,1537975341,1244293284,TrialLockedSOA100_700ms,23,3.5,8.5,0.5,3,true
P_20260915_160550,S_20260915_160545,2026-09-15T14:17:17.1257724Z,3,MAGICACADEMY,DP,OFF,18,3,D5,BabyHead,0.1666667,98815,99515,700,700,5200,5900,1,D5,1537975341,1244293284,TrialLockedSOA100_700ms,23,3.5,8.5,0.5,3,true
P_20260915_160550,S_20260915_160545,2026-09-15T14:17:18.3413801Z,3,MAGICACADEMY,DP,ON,19,4,D1,Parrot,0.1666667,100771,,700,,7156,,1,D1,1537975341,1244293284,TrialLockedSOA100_700ms,23,3.5,8.5,0.5,3,true
P_20260915_160550,S_20260915_160545,2026-09-15T14:17:19.1378371Z,3,MAGICACADEMY,DP,OFF,19,4,D1,Parrot,0.1666667,100771,101471,700,700,7156,7856,1,D1,1537975341,1244293284,TrialLockedSOA100_700ms,23,3.5,8.5,0.5,3,true
P_20260915_160550,S_20260915_160545,2026-09-15T14:17:20.0939668Z,3,MAGICACADEMY,DP,ON,20,5,D3,Squid,0.1666667,102529,,700,,8914,,1,D3,1537975341,1244293284,TrialLockedSOA100_700ms,23,3.5,8.5,0.5,3,true
P_20260915_160550,S_20260915_160545,2026-09-15T14:17:20.8774958Z,3,MAGICACADEMY,DP,OFF,20,5,D3,Squid,0.1666667,102529,103229,700,700,8914,9614,1,D3,1537975341,1244293284,TrialLockedSOA100_700ms,23,3.5,8.5,0.5,3,true
P_20260915_160550,S_20260915_160545,2026-09-15T14:17:21.2779044Z,3,MAGICACADEMY,DP,ON,21,6,D4,Pirate,0.1666667,103711,,700,,10096,,1,D4,1537975341,1244293284,TrialLockedSOA100_700ms,23,3.5,8.5,0.5,3,true
P_20260915_160550,S_20260915_160545,2026-09-15T14:17:21.9844451Z,3,MAGICACADEMY,DP,OFF,21,6,D4,Pirate,0.1666667,103711,104411,700,700,10096,10796,1,D4,1537975341,1244293284,TrialLockedSOA100_700ms,23,3.5,8.5,0.5,3,true
