participant_id,session_id,client_utc,attempt,island_id,phase,event_type,trial_index,phase_trial_index,distractor_id,distractor_name,weight_target,onset_ms,offset_ms,planned_duration_ms,actual_duration_ms,dp_elapsed_onset_ms,dp_elapsed_offset_ms,active_count_at_onset,active_set_at_onset,distractor_base_seed,distractor_combined_seed,distractor_mode,dp_budget_seconds,min_on_seconds,max_on_seconds,on_step_seconds,single_presentations_per_distractor,no_adjacent_episode_overlap
P_20260922_115350,S_20260922_115345,2026-09-22T09:54:35.2353345Z,1,MAGICACADEMY,DP,ON,15,0,D3,SheepCloud,0.1666667,52496,,700,,113,,1,D3,330405964,411291907,TrialLockedSOA100_700ms,23,3.5,8.5,0.5,3,true
P_20260922_115350,S_20260922_115345,2026-09-22T09:54:35.9643501Z,1,MAGICACADEMY,DP,OFF,15,0,D3,SheepCloud,0.1666667,52496,53196,700,700,113,813,1,D3,330405964,411291907,TrialLockedSOA100_700ms,23,3.5,8.5,0.5,3,true
P_20260922_115350,S_20260922_115345,2026-09-22T09:54:36.2784568Z,1,MAGICACADEMY,DP,ON,16,1,D4,Tealv2,0.1666667,53543,,700,,1160,,1,D4,330405964,411291907,TrialLockedSOA100_700ms,23,3.5,8.5,0.5,3,true
P_20260922_115350,S_20260922_115345,2026-09-22T09:54:36.9983173Z,1,MAGICACADEMY,DP,OFF,16,1,D4,Tealv2,0.1666667,53543,54243,700,700,1160,1860,1,D4,330405964,411291907,TrialLockedSOA100_700ms,23,3.5,8.5,0.5,3,true
P_20260922_115350,S_20260922_115345,2026-09-22T09:54:37.4798998Z,1,MAGICACADEMY,DP,ON,17,2,D2,BarnOwl,0.1666667,54743,,700,,2360,,1,D2,330405964,411291907,TrialLockedSOA100_700ms,23,3.5,8.5,0.5,3,true
P_20260922_115350,S_20260922_115345,2026-09-22T09:54:38.1931798Z,1,MAGICACADEMY,DP,OFF,17,2,D2,BarnOwl,0.1666667,54743,55443,700,700,2360,3060,1,D2,330405964,411291907,TrialLockedSOA100_700ms,23,3.5,8.5,0.5,3,true
P_20260922_115350,S_20260922_115345,2026-09-22T09:54:38.8854758Z,1,MAGICACADEMY,DP,ON,18,3,D5,Kitty,0.1666667,56149,,700,,3766,,1,D5,330405964,411291907,TrialLockedSOA100_700ms,23,3.5,8.5,0.5,3,true
P_20260922_115350,S_20260922_115345,2026-09-22T09:54:39.6074843Z,1,MAGICACADEMY,DP,OFF,18,3,D5,Kitty,0.1666667,56149,56849,700,700,3766,4466,1,D5,330405964,411291907,TrialLockedSOA100_700ms,23,3.5,8.5,0.5,3,true
P_20260922_115350,S_20260922_115345,2026-09-22T09:54:40.3454806Z,1,MAGICACADEMY,DP,ON,19,4,D1,FlyGame,0.1666667,57610,,700,,5227,,1,D1,330405964,411291907,TrialLockedSOA100_700ms,23,3.5,8.5,0.5,3,true
P_20260922_115350,S_20260922_115345,2026-09-22T09:54:41.0604397Z,1,MAGICACADEMY,DP,OFF,19,4,D1,FlyGame,0.1666667,57610,58310,700,700,5227,5927,1,D1,330405964,411291907,TrialLockedSOA100_700ms,23,3.5,8.5,0.5,3,true
P_20260922_115350,S_20260922_115345,2026-09-22T09:54:42.1008120Z,1,MAGICACADEMY,DP,ON,20,5,D6,LilBird,0.1666667,59365,,700,,6982,,1,D6,330405964,411291907,TrialLockedSOA100_700ms,23,3.5,8.5,0.5,3,true
P_20260922_115350,S_20260922_115345,2026-09-22T09:54:42.8149755Z,1,MAGICACADEMY,DP,OFF,20,5,D6,LilBird,0.1666667,59365,60065,700,700,6982,7682,1,D6,330405964,411291907,TrialLockedSOA100_700ms,23,3.5,8.5,0.5,3,true
P_20260922_115350,S_20260922_115345,2026-09-22T09:54:43.8966004Z,1,MAGICACADEMY,DP,ON,21,6,D4,Tealv2,0.1666667,61161,,700,,8778,,1,D4,330405964,411291907,TrialLockedSOA100_700ms,23,3.5,8.5,0.5,3,true
P_20260922_115350,S_20260922_115345,2026-09-22T09:54:44.6074961Z,1,MAGICACADEMY,DP,OFF,21,6,D4,Tealv2,0.1666667,61161,61861,700,700,8778,9478,1,D4,330405964,411291907,TrialLockedSOA100_700ms,23,3.5,8.5,0.5,3,true
P_20260922_115350,S_20260922_115345,2026-09-22T09:54:45.5510323Z,1,MAGICACADEMY,DP,ON,22,7,D2,BarnOwl,0.1666667,62816,,700,,10433,,1,D2,330405964,411291907,TrialLockedSOA100_700ms,23,3.5,8.5,0.5,3,true
P_20260922_115350,S_20260922_115345,2026-09-22T09:54:46.2660106Z,1,MAGICACADEMY,DP,OFF,22,7,D2,BarnOwl,0.1666667,62816,63516,700,700,10433,11133,1,D2,330405964,411291907,TrialLockedSOA100_700ms,23,3.5,8.5,0.5,3,true
P_20260922_115350,S_20260922_115345,2026-09-22T09:54:47.2842705Z,1,MAGICACADEMY,DP,ON,23,8,D5,Kitty,0.1666667,64548,,700,,12165,,1,D5,330405964,411291907,TrialLockedSOA100_700ms,23,3.5,8.5,0.5,3,true
