participant_id,session_id,island_id,phase,npc,required_state_key,on_enter_event_name,conversation_id,options_shown_ms,choice_time_ms,reaction_time_ms,selected_option_index,selected_option_text,options_presented_text,selection_changed_count,options_count,was_input_leak_suspected,conversation_step
P_20260506_124931,,DRAGON,Narrative,DragonLord,Decision,,C_20260506_124839394,104531,105993,1462,1,WAIT FOR THE WIZARD,STEP THROUGH NOW|WAIT FOR THE WIZARD,0,2,False,5
