participant_id,session_id,island_id,phase,npc,required_state_key,on_enter_event_name,conversation_id,options_shown_ms,choice_time_ms,reaction_time_ms,selected_option_index,selected_option_text,options_presented_text,selection_changed_count,options_count,was_input_leak_suspected,conversation_step
P_20260506_164735,S_20260506_164629,SKULL,Narrative,Koala_SKULL,Skull,,C_20260506_164723240,120866,126765,5899,2,Honestly? Kind of charming after a while.,I made eye contact with one. On purpose.|I didn't look at them once.|Honestly? Kind of charming after a while.|My brain just filed them under background noise.,0,4,False,2
